thickness,threads,openmp
15,9,12.8587
15,10,13.533
15,16,13.4129
15,32,18.9612
15,64,13.9016
15,128,13.2227
15,256,13.5902
16,2,16.9971
16,4,21.5776
16,7,16.5564
16,8,18.7123
16,9,25.8771
16,10,25.7425
16,16,17.0478
16,32,16.2521
16,64,16.3856
16,128,22.6138
16,256,17.7534
17,2,16.3734
17,4,17.3607
17,7,16.4934
17,8,17.7053
17,9,17.2045
17,10,16.3624
17,16,26.296
17,32,26.5068
17,64,17.3599
17,128,16.9628
17,256,25.3901
18,2,20.5897
18,4,22.3298
18,7,21.4852
18,8,21.7927
18,9,20.6198
18,10,20.7163
18,16,22.7993
18,32,22.3703
18,64,20.405
18,128,21.0973
18,256,24.8515
19,2,21.0633
19,4,20.7756
19,7,21.6316
19,8,21.109
19,9,21.4528
19,10,22.2672
19,16,20.0552
19,32,21.6545
19,64,21.1765
19,128,21.7213
19,256,20.9061
20,2,25.4226
20,4,26.8014
20,7,25.3685
20,8,26.897
20,9,26.4694
20,10,26.8277
20,16,25.4108
20,32,25.5553
20,64,35.8914
20,128,26.6894
20,256,25.2363
21,2,24.4143
21,4,25.9409
21,7,27.4147
21,8,25.6633
21,9,24.3811
21,10,25.777
21,16,26.4734
21,32,26.055
21,64,25.4596
21,128,25.6485
21,256,25.6857
22,2,30.8171
22,4,31.9664
22,7,29.1541
22,8,30.442
22,9,30.0457
22,10,33.1042
22,16,31.5797
22,32,30.3156
22,64,31.1644
22,128,31.4758
22,256,31.4604
23,2,31.9241
23,4,32.0936
23,7,29.7402
23,8,30.8142
23,9,31.7529
23,10,31.1463
23,16,30.3193
23,32,29.1865
23,64,33.4504
23,128,32.0913
23,256,31.2065
24,2,36.2194
24,4,34.903
24,7,36.5396
24,8,34.7886
24,9,36.4061
24,10,34.8206
24,16,35.9583
24,32,36.5331
24,64,39.0414
24,128,35.5786
24,256,41.1436
25,2,37.236
25,4,35.9798
25,7,36.7976
25,8,38.7831
25,9,34.7996
25,10,38.9264
25,16,37.5149
25,32,36.8046
25,64,35.2434
25,128,36.0419
25,256,36.0424
26,2,46.8727
26,4,41.1818
26,7,39.7857
26,8,43.6638
26,9,41.0449
26,10,49.0709
26,16,40.4796
26,32,40.3197
26,64,54.0141
26,128,40.539
26,256,50.6338
27,2,42.3818
27,4,42.8294
27,7,40.4449
27,8,40.2646
27,9,42.9943
27,10,48.8704
27,16,38.8535
27,32,40.473
27,64,39.6362
27,128,40.5062
27,256,46.1676
28,2,44.5748
28,4,47.2401
28,7,47.7988
28,8,46.8103
28,9,50.3614
28,10,48.1979
28,16,47.9005
28,32,50.9568
28,64,48.2699
28,128,59.4483
28,256,49.5657
29,2,51.0175
29,4,48.1227
29,7,55.2571
29,8,51.725
29,9,49.4304
29,10,48.632
29,16,48.4869
29,32,51.7641
29,64,49.612
29,128,48.4144
29,256,47.0157
30,2,55.1144
30,4,54.6566
30,7,55.9793
30,8,59.1813
30,9,55.6714
30,10,56.5969
30,16,56.1218
30,32,57.081
30,64,52.0783
30,128,55.3602
30,256,53.2166
31,2,56.5576
31,4,53.5777
31,7,59.4425
31,8,56.1188
31,9,59.5124
31,10,54.388
31,16,61.7878
31,32,56.8793
31,64,58.5766
31,128,53.5551
31,256,57.8
32,2,60.9344
32,4,67.6148
32,7,61.0649
32,8,67.7885
32,9,61.3027
32,10,64.801
32,16,61.9059
32,32,66.1639
32,64,60.4081
32,128,62.5444
32,256,61.2881
33,2,65.1239
33,4,62.7142
33,7,60.1595
33,8,58.9601
33,9,65.4667
33,10,62.2155
33,16,62.5545
33,32,60.689
33,64,63.7547
33,128,61.228
33,256,63.8713
34,2,67.5031
34,4,68.4499
34,7,72.6664
34,8,67.8349
34,9,73.6103
34,10,69.9587
34,16,71.1953
34,32,79.2015
34,64,66.4003
34,128,70.6148
34,256,74.4333
35,2,71.1649
35,4,70.5738
35,7,68.1504
35,8,71.1812
35,9,70.7933
35,10,66.6452
35,16,79.0565
35,32,69.6464
35,64,69.6092
35,128,71.2455
35,256,68.9657
36,2,76.6826
36,4,78.6816
36,7,80.3202
36,8,78.5017
36,9,78.8537
36,10,79.679
36,16,79.1871
36,32,79.9184
36,64,81.4674
36,128,74.8005
36,256,91.8229
37,2,78.5097
37,4,76.767
37,7,81.4955
37,8,75.7858
37,9,81.5899
37,10,79.6478
37,16,75.746
37,32,77.3901
37,64,82.3884
37,128,76.7343
37,256,76.0849
38,2,87.0101
38,4,88.4847
38,7,90.621
38,8,85.3502
38,9,89.4886
38,10,85.1452
38,16,90.3429
38,32,86.6984
38,64,87.2347
38,128,84.4706
38,256,88.1407
39,2,84.556
39,4,93.7097
39,7,89.864
39,8,85.3185
39,9,88.8464
39,10,92.0869
39,16,86.5988
39,32,90.7665
39,64,84.6548
39,128,89.9787
39,256,86.4851
40,2,95.7565
40,4,97.9845
40,7,98.3747
40,8,102.71
40,9,100.172
40,10,98.975
40,16,90.856
40,32,99.1579
40,64,96.0794
40,128,97.6213
40,256,96.8679
41,2,93.8119
41,4,98.3782
41,7,99.0906
41,8,105.989
41,9,94.0645
41,10,93.2283
41,16,133.891
41,32,91.8938
41,64,97.2555
41,128,104.088
41,256,96.4125
42,2,109.171
42,4,102.994
42,7,106.655
42,8,104.894
42,9,120.154
42,10,102.813
42,16,102.769
42,32,141.796
42,64,107.065
42,128,133.006
42,256,132.947
43,2,106.048
43,4,105.992
43,7,111.013
43,8,105.628
43,9,103.873
43,10,114.038
43,16,110.415
43,32,109.97
43,64,103.242
43,128,104.675
43,256,103.477
44,2,120.024
44,4,113.522
44,7,112.293
44,8,114.1
44,9,108.326
44,10,117.369
44,16,114.324
44,32,112.529
44,64,111.306
44,128,110.596
44,256,115.26
45,2,118.483
45,4,107.217
45,7,115.935
45,8,112.465
45,9,119.393
45,10,108.659
45,16,114.649
45,32,110.919
45,64,114.733
45,128,114.002
45,256,114.883
46,2,124.023
46,4,125.636
46,7,119.665
46,8,123.797
46,9,119.616
46,10,124.284
46,16,122.412
46,32,126.569
46,64,124.422
46,128,135.912
46,256,173.251
47,2,157.12
47,4,131.014
47,7,129.674
47,8,132.552
47,9,156.505
47,10,133.576
47,16,133.447
47,32,147.005
47,64,123.488
47,128,128.596
47,256,120.46
48,2,135.599
48,4,134.329
48,7,134.214
48,8,139.388
48,9,142.133
48,10,134.63
48,16,137.91
48,32,139.917
48,64,139.376
48,128,135.855
48,256,135.887
49,2,137.387
49,4,134.321
49,7,135.422
49,8,184.16
49,9,181.7
49,10,172.78
49,16,140.527
49,32,135.287
49,64,135.818
49,128,131.379
49,256,163.905
50,2,179.237
50,4,181.857
50,7,147.734
50,8,149.775
50,9,148.633
50,10,145.073
50,16,148.587
50,32,140.238
50,64,147.75
50,128,146.802
50,256,145.906
