thickness,threads,openmp
36,8,422.92
36,9,437.376
36,10,426.2
36,16,429.553
36,32,438.281
36,64,405
36,128,411.425
36,256,407.957
37,2,389.251
37,4,365.875
37,7,376.728
37,8,405.385
37,9,397.347
37,10,452.496
37,16,462.973
37,32,404.657
37,64,400.213
37,128,389.183
37,256,394.482
38,2,429.877
38,4,431.596
38,7,441.421
38,8,442.709
38,9,436.329
38,10,433.247
38,16,428.513
38,32,440.765
38,64,431.064
38,128,445.301
38,256,441.263
39,2,434.411
39,4,446.584
39,7,449.293
39,8,449.465
39,9,430.432
39,10,428.72
39,16,434.818
39,32,428.817
39,64,437.599
39,128,434.978
39,256,448.357
40,2,486.581
40,4,477.806
40,7,488.662
40,8,476.866
40,9,483.774
40,10,489.699
40,16,472.965
40,32,484.739
40,64,477.326
40,128,546.425
40,256,481.226
41,2,489.111
41,4,605.145
41,7,561.867
41,8,497.883
41,9,596.934
41,10,508.113
41,16,587.816
41,32,668.774
41,64,506.923
41,128,507.519
41,256,628.156
42,2,618.498
42,4,775.597
42,7,664.425
42,8,534.688
42,9,557.207
42,10,535.193
42,16,604.43
42,32,531.384
42,64,529.736
42,128,531.588
42,256,557.808
43,2,529.616
43,4,540.173
43,7,529.54
43,8,517.476
43,9,525.446
43,10,533.584
43,16,532.457
43,32,534.115
43,64,542.751
43,128,533.472
43,256,524.975
44,2,616.633
44,4,568.923
44,7,568.951
44,8,571.621
44,9,577.753
44,10,560.585
44,16,604.328
44,32,616.91
44,64,689.47
44,128,708.186
44,256,650.359
45,2,578.254
45,4,596.881
45,7,583.788
45,8,595.245
45,9,809.191
45,10,741.669
45,16,609.451
45,32,590.56
45,64,585.004
45,128,582.959
45,256,581.079
46,2,634.391
46,4,647.222
46,7,615.602
46,8,702.837
46,9,718.66
46,10,648.316
46,16,628.433
46,32,687.447
46,64,621.153
46,128,669.105
46,256,672.519
47,2,627.761
47,4,708.043
47,7,634.763
47,8,624.618
47,9,701.958
47,10,640.56
47,16,620.635
47,32,639.999
47,64,642.993
47,128,778.887
47,256,777.887
48,2,809.663
48,4,698.588
48,7,693.115
48,8,700.509
48,9,698.143
48,10,703.169
48,16,739.959
48,32,739.517
48,64,752.105
48,128,730.58
48,256,695.372
49,2,718.9
49,4,693.498
49,7,703.449
49,8,703.689
49,9,849.324
49,10,702.009
49,16,710.293
49,32,688.984
49,64,696.847
49,128,710.681
49,256,725.645
50,2,774.505
50,4,746.812
50,7,749.037
50,8,739.496
50,9,736.413
50,10,739.896
50,16,779.556
50,32,742.736
50,64,911.191
50,128,737.523
50,256,739.983
