thickness,threads,threaded
34,4,75.0918
34,7,67.2537
34,8,59.7509
34,9,66.2288
34,10,68.0761
34,16,62.6485
34,32,66.5691
34,64,76.3733
34,128,102.66
34,256,145.856
35,2,122.379
35,4,81.1094
35,7,65.7351
35,8,57.1405
35,9,67.2258
35,10,64.3921
35,16,63.5758
35,32,68.1132
35,64,76.8195
35,128,105.122
35,256,144.612
36,2,146.404
36,4,93.366
36,7,69.9192
36,8,75.0906
36,9,73.4378
36,10,72.2851
36,16,72.0773
36,32,77.5576
36,64,83.4466
36,128,110.4
36,256,152.489
37,2,164.532
37,4,106.202
37,7,72.0235
37,8,67.6238
37,9,73.5033
37,10,75.5792
37,16,71.9196
37,32,75.2421
37,64,88.0969
37,128,107.177
37,256,157.356
38,2,170.992
38,4,90.6585
38,7,75.9607
38,8,73.0169
38,9,81.3407
38,10,82.1783
38,16,77.2185
38,32,83.3893
38,64,93.0644
38,128,111.606
38,256,163.615
39,2,157.574
39,4,98.0624
39,7,82.843
39,8,74.9516
39,9,80.2828
39,10,84.7026
39,16,76.9026
39,32,82.9142
39,64,91.0584
39,128,114.87
39,256,168.411
40,2,186.126
40,4,111.497
40,7,85.0728
40,8,82.5951
40,9,87.852
40,10,84.6968
40,16,91.6484
40,32,86.8416
40,64,96.6203
40,128,126.978
40,256,166.809
41,2,182.44
41,4,117.491
41,7,83.6318
41,8,81.6792
41,9,84.3573
41,10,91.2556
41,16,81.1794
41,32,87.5773
41,64,96.6939
41,128,124.58
41,256,169.404
42,2,197.424
42,4,110.85
42,7,98.8364
42,8,89.6698
42,9,93.8719
42,10,91.9454
42,16,99.1617
42,32,98.6713
42,64,105.745
42,128,128.202
42,256,180.429
43,2,190.689
43,4,114.835
43,7,93.7897
43,8,88.9654
43,9,91.7301
43,10,94.0586
43,16,95.835
43,32,93.7045
43,64,107.937
43,128,123.935
43,256,179.386
44,2,205.514
44,4,141.44
44,7,104.909
44,8,93.8596
44,9,101.969
44,10,97.0215
44,16,105.837
44,32,109.557
44,64,115.623
44,128,134.165
44,256,187.692
45,2,207.851
45,4,132.366
45,7,103.987
45,8,95.5508
45,9,100.954
45,10,107.537
45,16,100.78
45,32,113.078
45,64,109.641
45,128,137.789
45,256,181.491
46,2,220.928
46,4,149.86
46,7,108.137
46,8,107.048
46,9,105.623
46,10,116.592
46,16,107.181
46,32,117.311
46,64,117.871
46,128,146.029
46,256,190.265
47,2,221.451
47,4,131.589
47,7,108.848
47,8,104.249
47,9,109.947
47,10,109.381
47,16,114.076
47,32,116.395
47,64,120.256
47,128,146.427
47,256,190.516
48,2,249.911
48,4,163.651
48,7,126.637
48,8,112.618
48,9,121.455
48,10,114.9
48,16,136.396
48,32,123.757
48,64,139.065
48,128,164.246
48,256,212.3
49,2,258.897
49,4,156.356
49,7,123.855
49,8,113.86
49,9,118.099
49,10,122.519
49,16,119.369
49,32,120.438
49,64,133.899
49,128,150.168
49,256,209.961
50,2,287.517
50,4,173.348
50,7,135.671
50,8,122.342
50,9,133.615
50,10,141.286
50,16,132.569
50,32,129.633
50,64,140.852
50,128,161.161
50,256,218.581
